timestamp,regiao,consumo,capacidade,prioridade,custo,criticidade
2026-01-18 11:00,Sul,128.15,158.53,3,69.88,158.15
2026-01-18 12:00,Oeste,106.87,118.68,4,56.07,146.87
2026-01-18 13:00,Centro,47.1,170.64,4,24.74,87.1
2026-01-18 14:00,Centro,133.27,182.07,1,54.25,143.27
2026-01-18 15:00,Norte,89.79,164.87,2,71.91,109.79
2026-01-18 16:00,Oeste,127.62,157.75,5,70.76,177.62
2026-01-18 17:00,Sul,108.39,149.87,3,42.6,138.39
2026-01-18 18:00,Oeste,137.11,150.76,1,43.78,147.11
2026-01-18 19:00,Norte,55.98,136.74,1,24.88,65.98
2026-01-18 20:00,Norte,105.26,162.32,5,74.02,155.26
2026-01-18 21:00,Sul,100.25,164.51,4,44.17,140.25
2026-01-18 22:00,Leste,101.19,134.06,2,60.95,121.19
2026-01-18 23:00,Centro,105.53,193.25,5,51.85,155.53
2026-01-19 00:00,Sul,106.52,132.57,2,51.24,126.52
2026-01-19 01:00,Norte,130.22,158.37,4,62.55,170.22
2026-01-19 02:00,Oeste,68.64,153.0,2,46.37,88.64
2026-01-19 03:00,Oeste,92.72,158.4,3,80.2,122.72
2026-01-19 04:00,Leste,104.89,147.19,4,57.16,144.89
2026-01-19 05:00,Sul,70.11,177.61,4,31.17,110.11
2026-01-19 06:00,Centro,87.71,182.34,4,74.45,127.71
2026-01-19 07:00,Sul,77.86,168.12,5,29.62,127.86
2026-01-19 08:00,Leste,99.3,173.42,1,84.73,109.3
2026-01-19 09:00,Oeste,133.56,173.22,2,44.2,153.56
2026-01-19 10:00,Centro,84.32,141.91,1,34.82,94.32
2026-01-19 11:00,Leste,94.86,141.06,4,40.35,134.86
2026-01-19 12:00,Norte,82.05,191.02,2,70.75,102.05
2026-01-19 13:00,Sul,99.18,134.87,2,71.15,119.18
2026-01-19 14:00,Oeste,85.27,166.71,3,65.26,115.27
2026-01-19 15:00,Centro,64.65,164.57,3,29.54,94.65
2026-01-19 16:00,Leste,120.75,148.72,4,91.4,160.75
2026-01-19 17:00,Sul,120.66,152.6,4,39.51,160.66
2026-01-19 18:00,Centro,99.75,157.29,5,85.87,149.75
2026-01-19 19:00,Oeste,96.08,147.68,2,47.84,116.08
2026-01-19 20:00,Leste,83.0,155.22,5,57.5,133.0
2026-01-19 21:00,Leste,97.86,187.82,4,56.42,137.86
2026-01-19 22:00,Centro,119.39,180.93,4,49.0,159.39
2026-01-19 23:00,Norte,162.65,157.71,5,52.1,227.48
2026-01-20 00:00,Sul,134.96,152.48,1,73.88,144.96
2026-01-20 01:00,Leste,113.02,163.56,2,68.2,133.02
2026-01-20 02:00,Oeste,133.09,167.93,5,112.81,183.09
2026-01-20 03:00,Centro,130.67,161.82,4,40.13,170.67
2026-01-20 04:00,Oeste,94.62,141.7,3,29.36,124.62
2026-01-20 05:00,Centro,118.95,129.13,1,101.21,128.95
2026-01-20 06:00,Leste,109.68,167.88,5,49.52,159.68
2026-01-20 07:00,Oeste,97.27,175.0,3,85.17,127.27
2026-01-20 08:00,Norte,30.19,141.87,2,14.49,50.19
2026-01-20 09:00,Oeste,71.9,135.61,1,25.6,81.9
2026-01-20 10:00,Norte,79.63,171.89,1,57.47,89.63
2026-01-20 11:00,Norte,73.33,160.01,3,46.9,103.33
2026-01-20 12:00,Centro,144.26,139.35,2,61.58,179.0
2026-01-20 13:00,Leste,92.37,160.71,1,65.64,102.37
2026-01-20 14:00,Leste,125.96,148.58,1,51.34,135.96
2026-01-20 15:00,Oeste,116.95,161.0,2,87.87,136.95
2026-01-20 16:00,Oeste,119.01,154.53,5,52.88,169.01
2026-01-20 17:00,Sul,86.2,143.22,4,64.94,126.2
2026-01-20 18:00,Leste,109.62,137.8,1,65.83,119.62
2026-01-20 19:00,Centro,125.29,165.32,1,63.19,135.29
2026-01-20 20:00,Leste,124.13,155.78,3,39.45,154.13
2026-01-20 21:00,Oeste,105.72,143.95,2,54.29,125.72
2026-01-20 22:00,Centro,65.68,169.4,4,23.08,105.68
2026-01-20 23:00,Sul,94.71,170.83,1,33.07,104.71
2026-01-21 00:00,Leste,68.1,177.97,2,50.65,88.1
2026-01-21 01:00,Leste,92.98,165.05,3,52.71,122.98
2026-01-21 02:00,Centro,108.56,163.84,4,61.8,148.56
2026-01-21 03:00,Norte,88.36,159.45,1,45.27,98.36
2026-01-21 04:00,Oeste,64.08,144.97,4,19.7,104.08
2026-01-21 05:00,Sul,91.99,164.09,5,77.56,141.99
2026-01-21 06:00,Leste,86.29,156.0,4,34.66,126.29
2026-01-21 07:00,Leste,90.8,176.59,1,36.35,100.8
2026-01-21 08:00,Sul,74.69,168.21,1,38.59,84.69
2026-01-21 09:00,Norte,94.68,142.74,5,39.51,144.68
2026-01-21 10:00,Centro,101.92,161.31,4,50.89,141.92
2026-01-21 11:00,Centro,63.74,180.46,4,31.92,103.74
2026-01-21 12:00,Sul,114.42,169.96,2,67.21,134.42
2026-01-21 13:00,Oeste,164.19,151.28,3,121.65,232.9
2026-01-21 14:00,Oeste,142.74,154.73,3,75.03,172.74
2026-01-21 15:00,Centro,61.65,186.09,2,40.4,81.65
2026-01-21 16:00,Oeste,118.2,183.18,1,103.05,128.2
2026-01-21 17:00,Norte,116.06,156.39,3,92.71,146.06
2026-01-21 18:00,Sul,118.71,135.74,4,83.54,158.71
2026-01-21 19:00,Oeste,87.55,151.7,2,63.83,107.55
2026-01-21 20:00,Centro,168.36,180.56,4,109.32,208.36
2026-01-21 21:00,Leste,43.81,158.6,4,27.43,83.81
2026-01-21 22:00,Norte,86.32,133.82,5,58.95,136.32
2026-01-21 23:00,Centro,114.6,167.19,3,45.82,144.6
2026-01-22 00:00,Leste,168.93,171.82,4,148.67,208.93
2026-01-22 01:00,Sul,125.91,156.6,1,45.22,135.91
2026-01-22 02:00,Sul,69.83,158.78,5,49.76,119.83
2026-01-22 03:00,Sul,76.53,164.99,5,54.66,126.53
2026-01-22 04:00,Norte,96.87,162.77,1,46.23,106.87
2026-01-22 05:00,Leste,144.31,183.76,2,73.45,164.31
2026-01-22 06:00,Norte,83.65,162.83,4,42.57,123.65
2026-01-22 07:00,Norte,64.26,168.78,3,21.87,94.26
2026-01-22 08:00,Sul,104.56,153.11,3,72.02,134.56
2026-01-22 09:00,Sul,137.15,149.5,5,55.5,187.15
2026-01-22 10:00,Oeste,87.16,173.81,4,38.27,127.16
2026-01-22 11:00,Centro,88.99,152.99,4,47.82,128.99
2026-01-22 12:00,Sul,120.27,149.01,4,64.14,160.27
2026-01-22 13:00,Centro,111.46,184.1,1,72.05,121.46
2026-01-22 14:00,Oeste,108.57,172.29,4,39.99,148.57
2026-01-22 15:00,Oeste,64.85,156.29,5,34.58,114.85
2026-01-22 16:00,Leste,80.25,152.79,4,53.8,120.25
2026-01-22 17:00,Sul,129.13,150.2,2,63.0,149.13
2026-01-22 18:00,Oeste,174.58,168.97,2,105.88,211.42
2026-01-22 19:00,Centro,153.12,148.83,4,63.0,206.01
2026-01-22 20:00,Oeste,167.48,139.75,2,106.0,270.64
2026-01-22 21:00,Leste,176.11,169.37,4,118.29,236.34
2026-01-22 22:00,Centro,127.48,154.85,2,100.6,147.48
2026-01-22 23:00,Oeste,70.8,159.4,4,38.89,110.8
2026-01-23 00:00,Sul,89.64,160.44,1,69.7,99.64
2026-01-23 01:00,Oeste,94.76,171.61,5,44.84,144.76
2026-01-23 02:00,Norte,60.59,149.65,4,38.16,100.59
2026-01-23 03:00,Leste,82.28,154.77,5,65.33,132.28
2026-01-23 04:00,Oeste,59.42,153.41,4,37.3,99.42
2026-01-23 05:00,Norte,137.65,176.94,2,65.89,157.65
2026-01-23 06:00,Norte,78.0,164.31,1,43.95,88.0
2026-01-23 07:00,Centro,102.95,149.11,5,73.45,152.95
2026-01-23 08:00,Sul,89.88,153.31,2,69.29,109.88
2026-01-23 09:00,Centro,111.09,141.68,5,52.06,161.09
2026-01-23 10:00,Leste,134.1,196.33,3,63.51,164.1
2026-01-23 11:00,Oeste,128.72,154.69,1,49.09,138.72
2026-01-23 12:00,Sul,168.23,137.08,2,121.27,281.66
2026-01-23 13:00,Oeste,100.08,183.65,2,75.75,120.08
2026-01-23 14:00,Oeste,67.26,161.3,3,45.51,97.26
2026-01-23 15:00,Leste,66.17,166.32,1,35.85,76.17
2026-01-23 16:00,Leste,82.56,131.11,4,71.84,122.56
2026-01-23 17:00,Oeste,56.14,145.11,1,41.46,66.14
2026-01-23 18:00,Oeste,74.41,142.62,1,57.85,84.41
2026-01-23 19:00,Leste,105.32,175.57,2,62.86,125.32
2026-01-23 20:00,Oeste,110.73,148.0,5,41.89,160.73
2026-01-23 21:00,Oeste,112.63,129.13,1,36.89,122.63
2026-01-23 22:00,Norte,157.27,163.53,2,88.82,177.27
2026-01-23 23:00,Leste,126.38,159.19,2,104.81,146.38
2026-01-24 00:00,Leste,131.44,189.3,3,46.79,161.44
2026-01-24 01:00,Leste,99.94,174.46,2,33.09,119.94
2026-01-24 02:00,Norte,93.7,135.12,4,64.96,133.7
2026-01-24 03:00,Centro,128.46,160.12,2,84.29,148.46
2026-01-24 04:00,Oeste,98.55,158.15,3,77.88,128.55
2026-01-24 05:00,Norte,90.19,143.95,2,47.78,110.19
2026-01-24 06:00,Sul,119.07,168.67,3,45.52,149.07
2026-01-24 07:00,Norte,76.33,142.48,1,47.19,86.33
2026-01-24 08:00,Sul,88.49,154.26,3,64.9,118.49
2026-01-24 09:00,Norte,130.3,149.99,4,106.32,170.3
2026-01-24 10:00,Oeste,110.93,155.02,1,72.52,120.93
2026-01-24 11:00,Norte,84.23,172.76,2,37.79,104.23
2026-01-24 12:00,Norte,100.39,180.33,5,47.28,150.39
2026-01-24 13:00,Centro,121.14,142.04,3,51.28,151.14
2026-01-24 14:00,Sul,58.58,158.51,3,40.28,88.58
2026-01-24 15:00,Norte,87.78,160.24,4,59.94,127.78
2026-01-24 16:00,Sul,32.14,152.69,3,27.65,62.14
2026-01-24 17:00,Sul,63.8,178.71,4,33.13,103.8
2026-01-24 18:00,Norte,104.96,122.84,1,32.54,114.96
2026-01-24 19:00,Oeste,117.36,160.91,1,102.01,127.36
2026-01-24 20:00,Oeste,64.85,159.12,5,49.3,114.85
2026-01-24 21:00,Sul,96.91,154.06,5,60.33,146.91
2026-01-24 22:00,Sul,96.3,172.73,5,82.1,146.3
2026-01-24 23:00,Oeste,75.76,156.62,1,36.83,85.76
2026-01-25 00:00,Oeste,93.92,131.19,1,41.95,103.92
2026-01-25 01:00,Sul,125.67,173.75,1,61.02,135.67
2026-01-25 02:00,Leste,128.69,176.05,1,51.26,138.69
2026-01-25 03:00,Sul,56.76,156.22,3,22.71,86.76
2026-01-25 04:00,Norte,99.93,129.5,1,76.23,109.93
2026-01-25 05:00,Centro,86.52,173.67,5,29.27,136.52
2026-01-25 06:00,Oeste,79.63,147.38,5,41.1,129.63
2026-01-25 07:00,Norte,109.58,152.99,2,49.65,129.58
2026-01-25 08:00,Centro,129.48,146.15,1,56.59,139.48
2026-01-25 09:00,Oeste,149.45,160.48,1,66.76,159.45
2026-01-25 10:00,Norte,63.09,185.45,2,54.18,83.09
2026-01-25 11:00,Sul,47.66,149.17,4,20.72,87.66
2026-01-25 12:00,Centro,65.49,172.03,3,52.11,95.49
2026-01-25 13:00,Centro,79.41,172.7,1,32.37,89.41
2026-01-25 14:00,Leste,161.63,155.66,1,133.54,189.55
2026-01-25 15:00,Norte,103.18,147.2,1,65.19,113.18
2026-01-25 16:00,Sul,85.89,169.14,3,63.88,115.89
2026-01-25 17:00,Sul,67.39,164.51,4,60.57,107.39
2026-01-25 18:00,Oeste,96.54,141.25,2,37.68,116.54
2026-01-25 19:00,Norte,130.87,162.8,1,113.94,140.87
2026-01-25 20:00,Centro,101.36,145.45,3,36.73,131.36
2026-01-25 21:00,Sul,125.94,158.34,1,111.27,135.94
2026-01-25 22:00,Centro,97.36,153.56,2,81.63,117.36
2026-01-25 23:00,Norte,54.59,176.56,4,48.3,94.59
2026-01-26 00:00,Centro,74.07,151.35,4,25.55,114.07
2026-01-26 01:00,Leste,134.06,168.43,2,59.26,154.06
2026-01-26 02:00,Leste,133.8,132.42,4,96.39,177.94
2026-01-26 03:00,Sul,91.74,170.87,1,79.46,101.74
2026-01-26 04:00,Oeste,106.2,140.46,2,38.59,126.2
2026-01-26 05:00,Sul,75.04,163.24,5,38.64,125.04
2026-01-26 06:00,Leste,73.37,164.98,1,25.99,83.37
2026-01-26 07:00,Leste,117.84,139.44,1,50.55,127.84
2026-01-26 08:00,Norte,123.49,178.98,3,66.41,153.49
2026-01-26 09:00,Oeste,91.43,149.55,2,29.13,111.43
2026-01-26 10:00,Oeste,119.46,144.87,5,53.75,169.46
2026-01-26 11:00,Sul,135.63,175.93,1,41.66,145.63
2026-01-26 12:00,Norte,131.73,180.46,3,93.76,161.73
2026-01-26 13:00,Norte,83.18,154.26,1,26.04,93.18
2026-01-26 14:00,Leste,111.62,180.46,2,39.64,131.62
2026-01-26 15:00,Centro,142.87,184.94,1,57.26,152.87
2026-01-26 16:00,Oeste,63.35,169.82,4,20.13,103.35
2026-01-26 17:00,Oeste,108.1,169.23,2,50.27,128.1
2026-01-26 18:00,Leste,104.94,157.34,5,70.33,154.94
2026-01-26 19:00,Leste,48.24,160.22,4,16.24,88.24
2026-01-26 20:00,Centro,80.67,170.49,5,36.26,130.67
2026-01-26 21:00,Oeste,120.96,116.55,3,71.1,164.21
2026-01-26 22:00,Sul,82.01,176.09,3,43.72,112.01
2026-01-26 23:00,Leste,133.26,163.3,1,111.6,143.26
2026-01-27 00:00,Centro,172.05,176.68,5,88.51,222.05
2026-01-27 01:00,Sul,167.54,159.9,1,75.18,200.44
2026-01-27 02:00,Sul,95.23,187.46,1,72.22,105.23
2026-01-27 03:00,Sul,36.71,140.44,4,18.83,76.71
2026-01-27 04:00,Norte,115.0,177.97,3,97.57,145.0
2026-01-27 05:00,Centro,93.29,146.63,5,59.53,143.29
2026-01-27 06:00,Sul,145.11,150.9,4,90.73,185.11
2026-01-27 07:00,Norte,89.15,160.39,2,58.93,109.15
2026-01-27 08:00,Sul,99.09,159.91,5,41.7,149.09
2026-01-27 09:00,Sul,91.56,167.89,3,30.74,121.56
2026-01-27 10:00,Leste,52.25,142.66,1,42.21,62.25
2026-01-27 11:00,Leste,123.44,156.44,4,80.44,163.44
2026-01-27 12:00,Oeste,95.67,167.7,2,70.74,115.67
2026-01-27 13:00,Centro,116.53,123.15,3,47.14,146.53
2026-01-27 14:00,Centro,80.04,127.66,3,34.73,110.04
2026-01-27 15:00,Norte,109.6,146.56,3,41.26,139.6
2026-01-27 16:00,Centro,157.8,148.44,4,127.89,225.9
2026-01-27 17:00,Centro,133.25,164.12,5,57.64,183.25
2026-01-27 18:00,Sul,123.23,170.69,3,92.08,153.23
2026-01-27 19:00,Leste,87.46,170.8,1,69.36,97.46
2026-01-27 20:00,Leste,81.47,163.88,2,58.32,101.47
2026-01-27 21:00,Oeste,99.5,167.17,1,32.72,109.5
2026-01-27 22:00,Oeste,92.8,120.68,4,55.3,132.8
2026-01-27 23:00,Centro,85.59,171.71,4,66.18,125.59
2026-01-28 00:00,Norte,77.79,141.42,2,44.4,97.79
2026-01-28 01:00,Sul,93.9,172.62,1,32.35,103.9
2026-01-28 02:00,Norte,111.29,154.25,1,69.91,121.29
2026-01-28 03:00,Oeste,61.88,197.08,4,44.72,101.88
2026-01-28 04:00,Norte,114.04,156.81,4,44.96,154.04
2026-01-28 05:00,Centro,66.98,195.45,4,48.12,106.98
2026-01-28 06:00,Oeste,98.05,172.14,2,35.06,118.05
2026-01-28 07:00,Norte,56.93,147.49,2,18.94,76.93
2026-01-28 08:00,Norte,81.24,165.51,5,47.78,131.24
2026-01-28 09:00,Oeste,115.1,161.48,3,102.01,145.1
2026-01-28 10:00,Leste,111.93,149.29,4,65.21,151.93
2026-01-28 11:00,Oeste,126.34,170.19,2,66.03,146.34
2026-01-28 12:00,Leste,81.48,171.92,3,45.94,111.48
2026-01-28 13:00,Norte,102.94,171.73,1,40.22,112.94
2026-01-28 14:00,Centro,119.7,167.06,5,65.64,169.7
2026-01-28 15:00,Oeste,101.25,165.27,4,80.09,141.25
2026-01-28 16:00,Sul,137.22,155.1,4,88.32,177.22
2026-01-28 17:00,Centro,89.97,160.9,1,54.1,99.97
2026-01-28 18:00,Oeste,111.72,138.56,5,43.4,161.72
2026-01-28 19:00,Sul,133.58,198.28,2,104.87,153.58
2026-01-28 20:00,Sul,109.74,161.61,4,46.22,149.74
2026-01-28 21:00,Centro,109.74,150.0,1,38.65,119.74
2026-01-28 22:00,Norte,82.25,168.01,3,50.32,112.25
2026-01-28 23:00,Norte,107.95,139.6,5,83.01,157.95
2026-01-01 00:00,Norte,87.84,164.35,5,57.06,137.84
2026-01-01 01:00,Centro,128.64,151.23,1,99.24,138.64
2026-01-01 02:00,Oeste,137.4,138.96,3,72.8,167.4
2026-01-01 03:00,Sul,74.55,152.58,2,34.68,94.55
2026-01-01 04:00,Leste,72.17,144.67,4,23.33,112.17
2026-01-01 05:00,Leste,97.1,155.56,4,82.78,137.1
2026-01-01 06:00,Oeste,145.73,163.51,3,70.91,175.73
2026-01-01 07:00,Oeste,123.89,142.28,2,47.16,143.89
2026-01-01 08:00,Norte,103.31,146.95,4,68.49,143.31
2026-01-01 09:00,Centro,106.55,169.56,4,79.33,146.55
2026-01-01 10:00,Norte,131.14,139.38,5,101.62,181.14
2026-01-01 11:00,Centro,88.86,176.54,2,68.27,108.86
2026-01-01 12:00,Sul,104.4,157.5,2,86.14,124.4
2026-01-01 13:00,Leste,109.84,150.29,4,36.29,149.84
2026-01-01 14:00,Norte,94.37,148.48,4,56.91,134.37
2026-01-01 15:00,Sul,92.2,149.86,4,60.52,132.2
2026-01-01 16:00,Sul,127.49,155.82,5,65.0,177.49
2026-01-01 17:00,Oeste,110.12,150.11,1,51.87,120.12
2026-01-01 18:00,Sul,226.66,169.03,2,184.56,419.56
2026-01-01 19:00,Norte,171.31,149.33,4,104.15,277.27
2026-01-01 20:00,Norte,166.86,161.29,2,110.24,203.54
2026-01-01 21:00,Leste,185.62,180.26,3,135.06,231.68
2026-01-01 22:00,Sul,78.43,166.72,3,45.13,108.43
2026-01-01 23:00,Norte,63.22,164.69,5,34.03,113.22
2026-01-02 00:00,Centro,196.52,162.68,3,125.16,328.05
2026-01-02 01:00,Leste,83.7,152.01,1,49.3,93.7
2026-01-02 02:00,Leste,135.67,158.43,3,61.96,165.67
2026-01-02 03:00,Centro,111.4,176.76,2,93.55,131.4
2026-01-02 04:00,Oeste,81.92,167.46,2,60.03,101.92
2026-01-02 05:00,Norte,119.37,159.82,4,64.79,159.37
2026-01-02 06:00,Sul,29.76,135.78,2,15.06,49.76
2026-01-02 07:00,Leste,86.11,140.3,4,72.67,126.11
2026-01-02 08:00,Norte,51.74,158.67,5,21.15,101.74
2026-01-02 09:00,Sul,59.6,164.5,5,45.16,109.6
2026-01-02 10:00,Sul,150.65,149.47,1,65.28,164.18
2026-01-02 11:00,Centro,99.22,147.16,3,51.89,129.22
2026-01-02 12:00,Centro,86.66,188.17,4,28.79,126.66
2026-01-02 13:00,Centro,69.53,149.9,4,57.96,109.53
2026-01-02 14:00,Norte,127.57,175.5,5,61.11,177.57
2026-01-02 15:00,Centro,109.84,153.78,2,55.54,129.84
2026-01-02 16:00,Sul,157.42,132.52,2,77.11,252.14
2026-01-02 17:00,Norte,105.23,142.94,2,51.36,125.23
2026-01-02 18:00,Sul,119.98,160.36,2,77.48,139.98
2026-01-02 19:00,Oeste,57.63,161.67,1,21.76,67.63
2026-01-02 20:00,Norte,83.02,148.66,4,44.0,123.02
2026-01-02 21:00,Centro,60.42,154.88,1,50.46,70.42
2026-01-02 22:00,Leste,113.7,180.99,2,49.55,133.7
2026-01-02 23:00,Sul,95.57,166.46,5,62.43,145.57
2026-01-03 00:00,Centro,107.01,161.83,3,61.38,137.01
2026-01-03 01:00,Oeste,81.34,152.25,2,41.13,101.34
2026-01-03 02:00,Sul,89.76,167.5,4,27.96,129.76
2026-01-03 03:00,Sul,98.1,152.13,1,64.14,108.1
2026-01-03 04:00,Leste,128.18,176.52,1,67.31,138.18
2026-01-03 05:00,Norte,104.65,139.23,5,93.85,154.65
2026-01-03 06:00,Oeste,97.16,157.54,1,53.44,107.16
2026-01-03 07:00,Norte,113.61,168.02,2,48.09,133.61
2026-01-03 08:00,Centro,88.38,180.95,5,40.83,138.38
2026-01-03 09:00,Centro,92.06,145.12,1,55.88,102.06
2026-01-03 10:00,Centro,109.09,164.98,1,65.3,119.09
2026-01-03 11:00,Leste,106.06,171.14,5,93.75,156.06
2026-01-03 12:00,Sul,93.97,147.98,1,59.09,103.97
2026-01-03 13:00,Norte,89.17,144.11,2,26.9,109.17
2026-01-03 14:00,Norte,139.58,144.27,4,54.36,179.58
2026-01-03 15:00,Sul,101.82,154.18,1,85.82,111.82
2026-01-03 16:00,Norte,33.74,171.08,3,19.52,63.74
2026-01-03 17:00,Leste,119.68,131.84,3,61.77,149.68
2026-01-03 18:00,Sul,88.91,163.34,1,27.19,98.91
2026-01-03 19:00,Centro,92.08,152.15,3,77.05,122.08
2026-01-03 20:00,Sul,95.34,184.22,3,75.22,125.34
2026-01-03 21:00,Oeste,119.08,169.95,4,55.15,159.08
2026-01-03 22:00,Sul,89.49,144.1,4,61.68,129.49
2026-01-03 23:00,Sul,129.26,175.1,1,114.9,139.26
2026-01-04 00:00,Oeste,143.74,180.02,4,112.32,183.74
2026-01-04 01:00,Sul,110.23,173.31,3,73.5,140.23
2026-01-04 02:00,Norte,71.23,161.84,4,40.2,111.23
2026-01-04 03:00,Centro,98.42,172.99,5,74.85,148.42
2026-01-04 04:00,Centro,97.08,149.46,3,59.36,127.08
2026-01-04 05:00,Oeste,130.41,172.44,2,76.83,150.41
2026-01-04 06:00,Sul,127.82,182.57,5,42.53,177.82
2026-01-04 07:00,Norte,71.88,159.41,4,59.06,111.88
2026-01-04 08:00,Norte,100.2,146.81,3,88.38,130.2
2026-01-04 09:00,Sul,68.41,159.17,4,37.08,108.41
2026-01-04 10:00,Oeste,123.84,167.73,5,70.45,173.84
2026-01-04 11:00,Norte,88.12,162.46,4,65.84,128.12
2026-01-04 12:00,Norte,120.6,169.3,5,75.91,170.6
2026-01-04 13:00,Centro,116.67,122.78,3,97.31,146.67
2026-01-04 14:00,Norte,109.99,181.56,3,56.98,139.99
2026-01-04 15:00,Centro,119.59,133.56,3,76.07,149.59
2026-01-04 16:00,Norte,67.87,146.0,3,49.52,97.87
2026-01-04 17:00,Leste,130.01,172.64,1,65.63,140.01
2026-01-04 18:00,Sul,76.89,155.72,1,25.18,86.89
2026-01-04 19:00,Centro,53.62,161.33,4,19.53,93.62
2026-01-04 20:00,Sul,104.23,167.17,4,44.75,144.23
2026-01-04 21:00,Centro,97.53,152.99,4,31.98,137.53
2026-01-04 22:00,Centro,137.69,182.11,4,95.71,177.69
2026-01-04 23:00,Centro,119.48,173.2,5,88.62,169.48
2026-01-05 00:00,Sul,143.87,148.67,4,122.96,183.87
2026-01-05 01:00,Centro,94.48,151.35,2,34.21,114.48
2026-01-05 02:00,Centro,82.69,151.82,4,45.58,122.69
2026-01-05 03:00,Leste,136.6,147.18,3,73.59,166.6
2026-01-05 04:00,Centro,126.98,156.96,2,48.62,146.98
2026-01-05 05:00,Centro,87.17,136.3,3,70.24,117.17
2026-01-05 06:00,Sul,125.27,141.83,5,85.13,175.27
2026-01-05 07:00,Sul,109.91,182.99,3,93.72,139.91
2026-01-05 08:00,Leste,135.98,157.46,2,81.91,155.98
2026-01-05 09:00,Centro,89.58,135.41,5,52.69,139.58
2026-01-05 10:00,Oeste,136.82,151.68,5,64.52,186.82
2026-01-05 11:00,Norte,110.89,142.97,1,58.61,120.89
2026-01-05 12:00,Leste,91.98,151.21,2,81.87,111.98
2026-01-05 13:00,Centro,105.42,164.27,3,44.53,135.42
2026-01-05 14:00,Centro,144.91,165.55,1,97.04,154.91
2026-01-05 15:00,Centro,127.2,141.45,5,67.84,177.2
2026-01-05 16:00,Norte,109.58,133.76,3,78.43,139.58
2026-01-05 17:00,Norte,122.16,153.38,3,107.44,152.16
2026-01-05 18:00,Oeste,118.96,160.93,5,97.7,168.96
2026-01-05 19:00,Centro,126.52,131.05,3,95.28,156.52
2026-01-05 20:00,Sul,98.8,150.1,2,47.08,118.8
2026-01-05 21:00,Norte,109.78,159.39,2,81.35,129.78
2026-01-05 22:00,Sul,81.04,171.06,5,37.16,131.04
2026-01-05 23:00,Sul,83.43,154.2,3,48.37,113.43
2026-01-06 00:00,Centro,155.64,168.56,5,51.44,205.64
2026-01-06 01:00,Norte,111.69,149.41,5,70.38,161.69
2026-01-06 02:00,Centro,104.64,147.18,2,91.48,124.64
2026-01-06 03:00,Oeste,126.97,167.39,4,79.47,166.97
2026-01-06 04:00,Leste,114.81,165.79,2,80.14,134.81
2026-01-06 05:00,Centro,88.74,168.08,5,54.87,138.74
2026-01-06 06:00,Leste,131.46,122.18,1,48.49,169.31
2026-01-06 07:00,Sul,48.94,170.88,5,41.66,98.94
2026-01-06 08:00,Norte,136.62,154.2,3,72.25,166.62
2026-01-06 09:00,Centro,76.51,172.29,3,24.09,106.51
2026-01-06 10:00,Norte,110.61,146.93,5,62.75,160.61
2026-01-06 11:00,Norte,89.56,180.86,3,54.48,119.56
2026-01-06 12:00,Norte,131.03,192.59,5,81.23,181.03
2026-01-06 13:00,Oeste,108.59,180.5,2,88.94,128.59
2026-01-06 14:00,Norte,108.69,151.26,4,74.78,148.69
2026-01-06 15:00,Norte,99.72,151.33,4,72.81,139.72
2026-01-06 16:00,Centro,107.12,162.62,3,68.01,137.12
2026-01-06 17:00,Oeste,123.92,130.29,4,66.03,163.92
2026-01-06 18:00,Centro,95.79,161.13,1,59.47,105.79
2026-01-06 19:00,Norte,138.16,169.61,1,99.55,148.16
2026-01-06 20:00,Leste,81.49,173.83,3,62.92,111.49
2026-01-06 21:00,Norte,84.06,152.43,4,44.46,124.06
2026-01-06 22:00,Centro,69.54,163.01,2,52.02,89.54
2026-01-06 23:00,Leste,90.11,180.43,3,63.65,120.11
2026-01-07 00:00,Norte,103.61,159.41,5,39.87,153.61
2026-01-07 01:00,Norte,133.67,160.64,5,84.02,183.67
2026-01-07 02:00,Centro,86.01,183.46,3,36.73,116.01
2026-01-07 03:00,Sul,109.97,167.46,5,88.07,159.97
2026-01-07 04:00,Centro,128.02,174.75,5,103.87,178.02
2026-01-07 05:00,Leste,69.35,164.57,3,48.76,99.35
2026-01-07 06:00,Leste,132.79,173.96,4,115.65,172.79
2026-01-07 07:00,Norte,125.28,175.79,1,59.02,135.28
2026-01-07 08:00,Leste,117.7,152.3,4,58.5,157.7
2026-01-07 09:00,Leste,95.0,151.91,5,49.28,145.0
2026-01-07 10:00,Sul,114.68,157.66,3,51.34,144.68
2026-01-07 11:00,Sul,91.58,139.14,3,73.64,121.58
2026-01-07 12:00,Leste,90.39,147.83,4,52.22,130.39
2026-01-07 13:00,Centro,104.48,142.88,1,42.36,114.48
2026-01-07 14:00,Sul,117.66,166.0,2,98.22,137.66
2026-01-07 15:00,Norte,95.67,191.17,1,70.46,105.67
2026-01-07 16:00,Centro,120.69,142.82,5,78.13,170.69
2026-01-07 17:00,Centro,101.58,163.99,3,63.6,131.58
2026-01-07 18:00,Centro,57.47,164.52,3,30.77,87.47
2026-01-07 19:00,Norte,97.82,147.63,4,58.76,137.82
2026-01-07 20:00,Centro,76.47,170.7,2,61.85,96.47
2026-01-07 21:00,Sul,83.09,136.89,2,47.17,103.09
2026-01-07 22:00,Oeste,70.47,152.15,2,52.26,90.47
